longitude,latitude,altitud
-1.70393201,39.19800401,10.1896
-1.70313201,39.19880401,10.1904
-1.70233201,39.19960401,10.1912
-1.70153201,39.20040401,10.192
-1.70073201,39.20120401,10.1928
-1.69993201,39.20200401,10.1936
-1.69913201,39.20280401,10.1944
-1.69833201,39.20360401,10.1952
-1.69753201,39.20440401,10.196
-1.69673201,39.20520401,10.1968
-1.69593201,39.20600401,10.1976
-1.69513201,39.20680401,10.1984
-1.69433201,39.20760401,10.1992
-1.69353201,39.20840401,10.2
-1.69273201,39.20920401,10.2008
-1.69193201,39.21000401,10.2016
-1.69113201,39.21080401,10.2024
-1.69033201,39.21160401,10.2032
-1.68953201,39.21240401,10.204
-1.68873201,39.21320401,10.2048
-1.68793201,39.21400401,10.2056
-1.68713201,39.21480401,10.2064
-1.68633201,39.21560401,10.2072
-1.68553201,39.21640401,10.208
-1.68473201,39.21720401,10.2088
-1.68393201,39.21800401,10.2096
-1.68313201,39.21880401,10.2104
-1.68233201,39.21960401,10.2112
-1.68153201,39.22040401,10.212
-1.68073201,39.22120401,10.2128
-1.67993201,39.22200401,10.2136
-1.67913201,39.22280401,10.2144
-1.67833201,39.22360401,10.2152
-1.67753201,39.22440401,10.216
-1.67673201,39.22520401,10.2168
-1.67593201,39.22600401,10.2176
-1.67513201,39.22680401,10.2184
-1.67433201,39.22760401,10.2192
-1.67353201,39.22840401,10.22
-1.67273201,39.22920401,10.2208
-1.67193201,39.23000401,10.2216
-1.67113201,39.23080401,10.2224
-1.67033201,39.23160401,10.2232
-1.66953201,39.23240401,10.224
-1.66873201,39.23320401,10.2248
-1.66793201,39.23400401,10.2256
-1.66713201,39.23480401,10.2264
-1.66633201,39.23560401,10.2272
-1.66553201,39.23640401,10.228
-1.66473201,39.23720401,10.2288
-1.66393201,39.23800401,10.2296
-1.66313201,39.23880401,10.2304
-1.66233201,39.23960401,10.2312
-1.66153201,39.24040401,10.232
-1.66073201,39.24120401,10.2328
-1.65993201,39.24200401,10.2336
-1.65913201,39.24280401,10.2344
-1.65833201,39.24360401,10.2352
-1.65753201,39.24440401,10.236
-1.65673201,39.24520401,10.2368
-1.65593201,39.24600401,10.2376
-1.65513201,39.24680401,10.2384
-1.65433201,39.24760401,10.2392
-1.65353201,39.24840401,10.24
-1.65273201,39.24920401,10.2408
-1.65193201,39.25000401,10.2416
-1.65113201,39.25080401,10.2424
-1.65033201,39.25160401,10.2432
-1.64953201,39.25240401,10.244
-1.64873201,39.25320401,10.2448
-1.64793201,39.25400401,10.2456
-1.64713201,39.25480401,10.2464
-1.64633201,39.25560401,10.2472
-1.64553201,39.25640401,10.248
-1.64473201,39.25720401,10.2488
-1.64393201,39.25800401,10.2496
-1.64313201,39.25880401,10.2504
-1.64233201,39.25960401,10.2512
-1.64153201,39.26040401,10.252
-1.64073201,39.26120401,10.2528
-1.63993201,39.26200401,10.2536
-1.63913201,39.26280401,10.2544
-1.63833201,39.26360401,10.2552
-1.63753201,39.26440401,10.256
-1.63673201,39.26520401,10.2568
-1.63593201,39.26600401,10.2576
-1.63513201,39.26680401,10.2584
-1.63433201,39.26760401,10.2592
-1.63353201,39.26840401,10.26
-1.63273201,39.26920401,10.2608
-1.63193201,39.27000401,10.2616
-1.63113201,39.27080401,10.2624
-1.63033201,39.27160401,10.2632
-1.62953201,39.27240401,10.264
-1.62873201,39.27320401,10.2648
-1.62793201,39.27400401,10.2656
-1.62713201,39.27480401,10.2664
-1.62633201,39.27560401,10.2672
-1.62553201,39.27640401,10.268
-1.62473201,39.27720401,10.2688
-1.62393201,39.27800401,10.2696
-1.62313201,39.27880401,10.2704
-1.62233201,39.27960401,10.2712
-1.62153201,39.28040401,10.272
-1.62073201,39.28120401,10.2728
-1.61993201,39.28200401,10.2736
-1.61913201,39.28280401,10.2744
-1.61833201,39.28360401,10.2752
-1.61753201,39.28440401,10.276
-1.61673201,39.28520401,10.2768
-1.61593201,39.28600401,10.2776
-1.61513201,39.28680401,10.2784
-1.61433201,39.28760401,10.2792
-1.61353201,39.28840401,10.28
-1.61273201,39.28920401,10.2808
-1.61193201,39.29000401,10.2816
-1.61113201,39.29080401,10.2824
-1.61033201,39.29160401,10.2832
-1.60953201,39.29240401,10.284
-1.60873201,39.29320401,10.2848
-1.60793201,39.29400401,10.2856
-1.60713201,39.29480401,10.2864
-1.60633201,39.29560401,10.2872
-1.60553201,39.29640401,10.288
-1.60473201,39.29720401,10.2888
-1.60393201,39.29800401,10.2896
-1.60313201,39.29880401,10.2904
-1.60233201,39.29960401,10.2912
-1.60153201,39.30040401,10.292
-1.60073201,39.30120401,10.2928
-1.59993201,39.30200401,10.2936
-1.59913201,39.30280401,10.2944
-1.59833201,39.30360401,10.2952
-1.59753201,39.30440401,10.296
-1.59673201,39.30520401,10.2968
-1.59593201,39.30600401,10.2976
-1.59513201,39.30680401,10.2984
-1.59433201,39.30760401,10.2992
-1.59353201,39.30840401,10.3
-1.59273201,39.30920401,10.3008
-1.59193201,39.31000401,10.3016
-1.59113201,39.31080401,10.3024
-1.59033201,39.31160401,10.3032
-1.58953201,39.31240401,10.304
-1.58873201,39.31320401,10.3048
-1.58793201,39.31400401,10.3056
-1.58713201,39.31480401,10.3064
-1.58633201,39.31560401,10.3072
-1.58553201,39.31640401,10.308
-1.58473201,39.31720401,10.3088
-1.58393201,39.31800401,10.3096
-1.58313201,39.31880401,10.3104
-1.58233201,39.31960401,10.3112
-1.58153201,39.32040401,10.312
-1.58073201,39.32120401,10.3128
-1.57993201,39.32200401,10.3136
-1.57913201,39.32280401,10.3144
-1.57833201,39.32360401,10.3152
-1.57753201,39.32440401,10.316
-1.57673201,39.32520401,10.3168
-1.57593201,39.32600401,10.3176
-1.57513201,39.32680401,10.3184
-1.57433201,39.32760401,10.3192
-1.57353201,39.32840401,10.32
-1.57273201,39.32920401,10.3208
-1.57193201,39.33000401,10.3216
-1.57113201,39.33080401,10.3224
-1.57033201,39.33160401,10.3232
-1.56953201,39.33240401,10.324
-1.56873201,39.33320401,10.3248
-1.56793201,39.33400401,10.3256
-1.56713201,39.33480401,10.3264
-1.56633201,39.33560401,10.3272
-1.56553201,39.33640401,10.328
-1.56473201,39.33720401,10.3288
-1.56393201,39.33800401,10.3296
-1.56313201,39.33880401,10.3304
-1.56233201,39.33960401,10.3312
-1.56153201,39.34040401,10.332
-1.56073201,39.34120401,10.3328
-1.55993201,39.34200401,10.3336
-1.55913201,39.34280401,10.3344
-1.55833201,39.34360401,10.3352
-1.55753201,39.34440401,10.336
-1.55673201,39.34520401,10.3368
-1.55593201,39.34600401,10.3376
-1.55513201,39.34680401,10.3384
-1.55433201,39.34760401,10.3392
-1.55353201,39.34840401,10.34
-1.55273201,39.34920401,10.3408
-1.55193201,39.35000401,10.3416
-1.55113201,39.35080401,10.3424
-1.55033201,39.35160401,10.3432
-1.54953201,39.35240401,10.344
-1.54873201,39.35320401,10.3448
-1.54793201,39.35400401,10.3456
-1.54713201,39.35480401,10.3464
-1.54633201,39.35560401,10.3472
-1.54553201,39.35640401,10.348
-1.54473201,39.35720401,10.3488
-1.54393201,39.35800401,10.3496
-1.54313201,39.35880401,10.3504
-1.54233201,39.35960401,10.3512
-1.54153201,39.36040401,10.352
-1.54073201,39.36120401,10.3528
-1.53993201,39.36200401,10.3536
-1.53913201,39.36280401,10.3544
-1.53833201,39.36360401,10.3552
-1.53753201,39.36440401,10.356
-1.53673201,39.36520401,10.3568
-1.53593201,39.36600401,10.3576
-1.53513201,39.36680401,10.3584
-1.53433201,39.36760401,10.3592
-1.53353201,39.36840401,10.36
-1.53273201,39.36920401,10.3608
-1.53193201,39.37000401,10.3616
-1.53113201,39.37080401,10.3624
-1.53033201,39.37160401,10.3632
-1.52953201,39.37240401,10.364
-1.52873201,39.37320401,10.3648
-1.52793201,39.37400401,10.3656
-1.52713201,39.37480401,10.3664
-1.52633201,39.37560401,10.3672
-1.52553201,39.37640401,10.368
-1.52473201,39.37720401,10.3688
-1.52393201,39.37800401,10.3696
-1.52313201,39.37880401,10.3704
-1.52233201,39.37960401,10.3712
-1.52153201,39.38040401,10.372
-1.52073201,39.38120401,10.3728
-1.51993201,39.38200401,10.3736
-1.51913201,39.38280401,10.3744
-1.51833201,39.38360401,10.3752
-1.51753201,39.38440401,10.376
-1.51673201,39.38520401,10.3768
-1.51593201,39.38600401,10.3776
-1.51513201,39.38680401,10.3784
-1.51433201,39.38760401,10.3792
-1.51353201,39.38840401,10.38
-1.51273201,39.38920401,10.3808
-1.51193201,39.39000401,10.3816
-1.51113201,39.39080401,10.3824
-1.51033201,39.39160401,10.3832
-1.50953201,39.39240401,10.384
-1.50873201,39.39320401,10.3848
-1.50793201,39.39400401,10.3856
-1.50713201,39.39480401,10.3864
-1.50633201,39.39560401,10.3872
-1.50553201,39.39640401,10.388
-1.50473201,39.39720401,10.3888
-1.50393201,39.39800401,10.3896
-1.50313201,39.39880401,10.3904
-1.50233201,39.39960401,10.3912
-1.50153201,39.40040401,10.392
-1.50073201,39.40120401,10.3928
-1.49993201,39.40200401,10.3936
-1.49913201,39.40280401,10.3944
-1.49833201,39.40360401,10.3952
-1.49753201,39.40440401,10.396
-1.49673201,39.40520401,10.3968
-1.49593201,39.40600401,10.3976
-1.49513201,39.40680401,10.3984
-1.49433201,39.40760401,10.3992
-1.49353201,39.40840401,10.4
-1.49273201,39.40920401,10.4008
-1.49193201,39.41000401,10.4016
-1.49113201,39.41080401,10.4024
-1.49033201,39.41160401,10.4032
-1.48953201,39.41240401,10.404
-1.48873201,39.41320401,10.4048
-1.48793201,39.41400401,10.4056
-1.48713201,39.41480401,10.4064
-1.48633201,39.41560401,10.4072
-1.48553201,39.41640401,10.408
-1.48473201,39.41720401,10.4088
-1.48393201,39.41800401,10.4096
-1.48313201,39.41880401,10.4104
-1.48233201,39.41960401,10.4112
-1.48153201,39.42040401,10.412
-1.48073201,39.42120401,10.4128
-1.47993201,39.42200401,10.4136
-1.47913201,39.42280401,10.4144
-1.47833201,39.42360401,10.4152
-1.47753201,39.42440401,10.416
-1.47673201,39.42520401,10.4168
-1.47593201,39.42600401,10.4176
-1.47513201,39.42680401,10.4184
-1.47433201,39.42760401,10.4192
-1.47353201,39.42840401,10.42
-1.47273201,39.42920401,10.4208
-1.47193201,39.43000401,10.4216
-1.47113201,39.43080401,10.4224
-1.47033201,39.43160401,10.4232
-1.46953201,39.43240401,10.424
-1.46873201,39.43320401,10.4248
-1.46793201,39.43400401,10.4256
-1.46713201,39.43480401,10.4264
-1.46633201,39.43560401,10.4272
-1.46553201,39.43640401,10.428
-1.46473201,39.43720401,10.4288
-1.46393201,39.43800401,10.4296
-1.46313201,39.43880401,10.4304
-1.46233201,39.43960401,10.4312
-1.46153201,39.44040401,10.432
-1.46073201,39.44120401,10.4328
-1.45993201,39.44200401,10.4336
-1.45913201,39.44280401,10.4344
-1.45833201,39.44360401,10.4352
-1.45753201,39.44440401,10.436
-1.45673201,39.44520401,10.4368
-1.45593201,39.44600401,10.4376
-1.45513201,39.44680401,10.4384
-1.45433201,39.44760401,10.4392
-1.45353201,39.44840401,10.44
-1.45273201,39.44920401,10.4408
-1.45193201,39.45000401,10.4416
-1.45113201,39.45080401,10.4424
-1.45033201,39.45160401,10.4432
-1.44953201,39.45240401,10.444
-1.44873201,39.45320401,10.4448
-1.44793201,39.45400401,10.4456
-1.44713201,39.45480401,10.4464
-1.44633201,39.45560401,10.4472
-1.44553201,39.45640401,10.448
-1.44473201,39.45720401,10.4488
-1.44393201,39.45800401,10.4496
-1.44313201,39.45880401,10.4504
-1.44233201,39.45960401,10.4512
-1.44153201,39.46040401,10.452
-1.44073201,39.46120401,10.4528
-1.43993201,39.46200401,10.4536
-1.43913201,39.46280401,10.4544
-1.43833201,39.46360401,10.4552
-1.43753201,39.46440401,10.456
-1.43673201,39.46520401,10.4568
-1.43593201,39.46600401,10.4576
-1.43513201,39.46680401,10.4584
-1.43433201,39.46760401,10.4592
-1.43353201,39.46840401,10.46
-1.43273201,39.46920401,10.4608
-1.43193201,39.47000401,10.4616
-1.43113201,39.47080401,10.4624
-1.43033201,39.47160401,10.4632
-1.42953201,39.47240401,10.464
-1.42873201,39.47320401,10.4648
-1.42793201,39.47400401,10.4656
-1.42713201,39.47480401,10.4664
-1.42633201,39.47560401,10.4672
-1.42553201,39.47640401,10.468
-1.42473201,39.47720401,10.4688
-1.42393201,39.47800401,10.4696
-1.42313201,39.47880401,10.4704
-1.42233201,39.47960401,10.4712
-1.42153201,39.48040401,10.472
-1.42073201,39.48120401,10.4728
-1.41993201,39.48200401,10.4736
-1.41913201,39.48280401,10.4744
-1.41833201,39.48360401,10.4752
-1.41753201,39.48440401,10.476
-1.41673201,39.48520401,10.4768
-1.41593201,39.48600401,10.4776
-1.41513201,39.48680401,10.4784
-1.41433201,39.48760401,10.4792
-1.41353201,39.48840401,10.48
-1.41273201,39.48920401,10.4808
-1.41193201,39.49000401,10.4816
-1.41113201,39.49080401,10.4824
-1.41033201,39.49160401,10.4832
-1.40953201,39.49240401,10.484
-1.40873201,39.49320401,10.4848
-1.40793201,39.49400401,10.4856
-1.40713201,39.49480401,10.4864
-1.40633201,39.49560401,10.4872
-1.40553201,39.49640401,10.488
-1.40473201,39.49720401,10.4888
-1.40393201,39.49800401,10.4896
-1.40313201,39.49880401,10.4904
-1.40233201,39.49960401,10.4912
-1.40153201,39.50040401,10.492
-1.40073201,39.50120401,10.4928
-1.39993201,39.50200401,10.4936
-1.39913201,39.50280401,10.4944
-1.39833201,39.50360401,10.4952
-1.39753201,39.50440401,10.496
-1.39673201,39.50520401,10.4968
-1.39593201,39.50600401,10.4976
-1.39513201,39.50680401,10.4984
-1.39433201,39.50760401,10.4992
-1.39353201,39.50840401,10.5
-1.39273201,39.50920401,10.5008
-1.39193201,39.51000401,10.5016
-1.39113201,39.51080401,10.5024
-1.39033201,39.51160401,10.5032
-1.38953201,39.51240401,10.504
-1.38873201,39.51320401,10.5048
-1.38793201,39.51400401,10.5056
-1.38713201,39.51480401,10.5064
-1.38633201,39.51560401,10.5072
-1.38553201,39.51640401,10.508
-1.38473201,39.51720401,10.5088
-1.38393201,39.51800401,10.5096
-1.38313201,39.51880401,10.5104
-1.38233201,39.51960401,10.5112
-1.38153201,39.52040401,10.512
-1.38073201,39.52120401,10.5128
-1.37993201,39.52200401,10.5136
-1.37913201,39.52280401,10.5144
-1.37833201,39.52360401,10.5152
-1.37753201,39.52440401,10.516
-1.37673201,39.52520401,10.5168
-1.37593201,39.52600401,10.5176
-1.37513201,39.52680401,10.5184
-1.37433201,39.52760401,10.5192
-1.37353201,39.52840401,10.52
-1.37273201,39.52920401,10.5208
-1.37193201,39.53000401,10.5216
-1.37113201,39.53080401,10.5224
-1.37033201,39.53160401,10.5232
-1.36953201,39.53240401,10.524
-1.36873201,39.53320401,10.5248
-1.36793201,39.53400401,10.5256
-1.36713201,39.53480401,10.5264
-1.36633201,39.53560401,10.5272
-1.36553201,39.53640401,10.528
-1.36473201,39.53720401,10.5288
-1.36393201,39.53800401,10.5296
-1.36313201,39.53880401,10.5304
-1.36233201,39.53960401,10.5312
-1.36153201,39.54040401,10.532
-1.36073201,39.54120401,10.5328
-1.35993201,39.54200401,10.5336
-1.35913201,39.54280401,10.5344
-1.35833201,39.54360401,10.5352
-1.35753201,39.54440401,10.536
-1.35673201,39.54520401,10.5368
-1.35593201,39.54600401,10.5376
-1.35513201,39.54680401,10.5384
-1.35433201,39.54760401,10.5392
-1.35353201,39.54840401,10.54
-1.35273201,39.54920401,10.5408
-1.35193201,39.55000401,10.5416
-1.35113201,39.55080401,10.5424
-1.35033201,39.55160401,10.5432
-1.34953201,39.55240401,10.544
-1.34873201,39.55320401,10.5448
-1.34793201,39.55400401,10.5456
-1.34713201,39.55480401,10.5464
-1.34633201,39.55560401,10.5472
-1.34553201,39.55640401,10.548
-1.34473201,39.55720401,10.5488
-1.34393201,39.55800401,10.5496
-1.34313201,39.55880401,10.5504
-1.34233201,39.55960401,10.5512
-1.34153201,39.56040401,10.552
-1.34073201,39.56120401,10.5528
-1.33993201,39.56200401,10.5536
-1.33913201,39.56280401,10.5544
-1.33833201,39.56360401,10.5552
-1.33753201,39.56440401,10.556
-1.33673201,39.56520401,10.5568
-1.33593201,39.56600401,10.5576
-1.33513201,39.56680401,10.5584
-1.33433201,39.56760401,10.5592
-1.33353201,39.56840401,10.56
-1.33273201,39.56920401,10.5608
-1.33193201,39.57000401,10.5616
-1.33113201,39.57080401,10.5624
-1.33033201,39.57160401,10.5632
-1.32953201,39.57240401,10.564
-1.32873201,39.57320401,10.5648
-1.32793201,39.57400401,10.5656
-1.32713201,39.57480401,10.5664
-1.32633201,39.57560401,10.5672
-1.32553201,39.57640401,10.568
-1.32473201,39.57720401,10.5688
-1.32393201,39.57800401,10.5696
-1.32313201,39.57880401,10.5704
-1.32233201,39.57960401,10.5712
-1.32153201,39.58040401,10.572
-1.32073201,39.58120401,10.5728
-1.31993201,39.58200401,10.5736
-1.31913201,39.58280401,10.5744
-1.31833201,39.58360401,10.5752
-1.31753201,39.58440401,10.576
-1.31673201,39.58520401,10.5768
-1.31593201,39.58600401,10.5776
-1.31513201,39.58680401,10.5784
-1.31433201,39.58760401,10.5792
-1.31353201,39.58840401,10.58
-1.31273201,39.58920401,10.5808
-1.31193201,39.59000401,10.5816
-1.31113201,39.59080401,10.5824
-1.31033201,39.59160401,10.5832
-1.30953201,39.59240401,10.584
-1.30873201,39.59320401,10.5848
-1.30793201,39.59400401,10.5856
-1.30713201,39.59480401,10.5864
-1.30633201,39.59560401,10.5872
-1.30553201,39.59640401,10.588
-1.30473201,39.59720401,10.5888
-1.30393201,39.59800401,10.5896
-1.30313201,39.59880401,10.5904
-1.30233201,39.59960401,10.5912
-1.30153201,39.60040401,10.592
-1.30073201,39.60120401,10.5928
-1.29993201,39.60200401,10.5936
-1.29913201,39.60280401,10.5944
-1.29833201,39.60360401,10.5952
-1.29753201,39.60440401,10.596
-1.29673201,39.60520401,10.5968
-1.29593201,39.60600401,10.5976
-1.29513201,39.60680401,10.5984
-1.29433201,39.60760401,10.5992
-1.29353201,39.60840401,10.6
-1.29273201,39.60920401,10.6008
-1.29193201,39.61000401,10.6016
-1.29113201,39.61080401,10.6024
-1.29033201,39.61160401,10.6032
-1.28953201,39.61240401,10.604
-1.28873201,39.61320401,10.6048
-1.28793201,39.61400401,10.6056
-1.28713201,39.61480401,10.6064
-1.28633201,39.61560401,10.6072
-1.28553201,39.61640401,10.608
-1.28473201,39.61720401,10.6088
-1.28393201,39.61800401,10.6096
-1.28313201,39.61880401,10.6104
-1.28233201,39.61960401,10.6112
-1.28153201,39.62040401,10.612
-1.28073201,39.62120401,10.6128
-1.27993201,39.62200401,10.6136
-1.27913201,39.62280401,10.6144
-1.27833201,39.62360401,10.6152
-1.27753201,39.62440401,10.616
-1.27673201,39.62520401,10.6168
-1.27593201,39.62600401,10.6176
-1.27513201,39.62680401,10.6184
-1.27433201,39.62760401,10.6192
-1.27353201,39.62840401,10.62
-1.27273201,39.62920401,10.6208
-1.27193201,39.63000401,10.6216
-1.27113201,39.63080401,10.6224
-1.27033201,39.63160401,10.6232
-1.26953201,39.63240401,10.624
-1.26873201,39.63320401,10.6248
-1.26793201,39.63400401,10.6256
-1.26713201,39.63480401,10.6264
-1.26633201,39.63560401,10.6272
-1.26553201,39.63640401,10.628
-1.26473201,39.63720401,10.6288
-1.26393201,39.63800401,10.6296
-1.26313201,39.63880401,10.6304
-1.26233201,39.63960401,10.6312
-1.26153201,39.64040401,10.632
-1.26073201,39.64120401,10.6328
-1.25993201,39.64200401,10.6336
-1.25913201,39.64280401,10.6344
-1.25833201,39.64360401,10.6352
-1.25753201,39.64440401,10.636
-1.25673201,39.64520401,10.6368
-1.25593201,39.64600401,10.6376
-1.25513201,39.64680401,10.6384
-1.25433201,39.64760401,10.6392
-1.25353201,39.64840401,10.64
-1.25273201,39.64920401,10.6408
-1.25193201,39.65000401,10.6416
-1.25113201,39.65080401,10.6424
-1.25033201,39.65160401,10.6432
-1.24953201,39.65240401,10.644
